Geography2,Area Code3,Area,Pre 1900,1900 to 1918,1919 to 1929,1930 to 1939,1945 to 1954,1955 to 1964,1965 to 1972,1973 to 1982,1983 to 1992,1993 to 1999,2000 to 2009,2010 to 2012,Unknown1,Total
LSOA,E01003049,Lambeth 011C,100,10,10,10,0,310,20,120,0,40,50,0,0,650.00 
LSOA,E01003059,Lambeth 011D,60,0,0,0,0,10,90,340,0,0,30,210,0,740.00 
LSOA,E01003060,Lambeth 011E,10,0,0,0,120,90,80,230,50,0,0,20,20,610.00 
LSOA,E01003061,Lambeth 011F,250,10,10,50,0,10,80,80,0,20,20,0,10,520.00 
MSOA,E02000629,Lambeth 012,"2,460",20,30,40,200,170,310,150,80,90,340,100,80,4070.00 
LSOA,E01003034,Lambeth 012A,370,0,10,0,0,10,270,0,0,30,60,10,10,760.00 
LSOA,E01003035,Lambeth 012B,490,0,0,0,10,10,20,40,10,50,70,70,20,790.00 
LSOA,E01003036,Lambeth 012C,480,10,20,0,10,10,20,110,60,10,10,10,0,750.00 
LSOA,E01003090,Lambeth 012D,560,0,0,40,140,20,0,0,10,0,210,20,50,1040.00 
LSOA,E01003095,Lambeth 012E,550,10,0,0,40,120,10,0,0,0,0,0,0,720.00 
MSOA,E02000630,Lambeth 013,"1,650",80,0,260,10,180,400,140,240,50,370,10,90,3480.00 
LSOA,E01003037,Lambeth 013A,110,10,0,0,0,130,0,130,180,20,40,0,10,620.00 
LSOA,E01003038,Lambeth 013B,540,10,0,50,0,20,0,0,60,10,30,0,10,730.00 
LSOA,E01003039,Lambeth 013C,540,60,0,70,0,10,10,0,0,10,240,0,50,970.00 
LSOA,E01003040,Lambeth 013D,400,0,0,130,0,10,50,10,0,0,0,0,20,630.00 
LSOA,E01003042,Lambeth 013E,60,0,0,10,10,10,350,0,0,20,70,0,0,520.00 
MSOA,E02000631,Lambeth 014,"2,500",290,220,350,30,130,30,20,120,10,120,120,10,3950.00 
LSOA,E01003072,Lambeth 014A,440,30,110,120,0,20,20,0,60,0,0,0,0,810.00 
LSOA,E01003073,Lambeth 014B,570,70,0,0,0,0,0,10,10,0,60,10,0,720.00 
LSOA,E01003076,Lambeth 014C,510,60,10,130,10,80,0,0,0,0,50,110,10,960.00 
LSOA,E01003077,Lambeth 014D,730,0,0,0,10,30,0,10,10,10,20,10,0,820.00 
LSOA,E01003078,Lambeth 014E,260,130,100,100,10,0,10,0,40,0,0,0,0,650.00 
MSOA,E02000632,Lambeth 015,"3,390",30,60,70,70,10,10,0,30,30,340,200,50,4290.00 
LSOA,E01003019,Lambeth 015A,670,10,60,70,0,0,0,0,0,0,100,0,10,920.00 
LSOA,E01003053,Lambeth 015B,590,0,0,0,0,0,0,0,0,0,120,0,0,720.00 
LSOA,E01003054,Lambeth 015C,690,10,0,0,0,0,0,0,0,20,80,140,10,950.00 
LSOA,E01003056,Lambeth 015D,680,0,0,0,70,0,10,0,30,10,0,0,0,810.00 
LSOA,E01003058,Lambeth 015E,750,0,0,0,0,0,0,0,10,0,30,60,30,890.00 
MSOA,E02000633,Lambeth 016,"1,430",90,120,360,170,250,210,440,300,120,360,160,20,4030.00 
LSOA,E01003020,Lambeth 016A,310,70,40,190,100,10,0,0,0,10,30,0,10,760.00 
LSOA,E01003050,Lambeth 016B,640,10,0,10,0,0,0,0,50,0,20,40,10,780.00 
LSOA,E01003052,Lambeth 016C,90,20,0,0,0,0,0,410,170,20,50,0,0,750.00 
LSOA,E01003055,Lambeth 016D,330,0,80,0,60,20,60,0,30,90,130,110,0,920.00 
LSOA,E01003176,Lambeth 016E,60,0,0,160,20,220,150,30,50,0,130,0,0,820.00 
MSOA,E02000634,Lambeth 017,830,60,40,280,540,220,200,410,180,100,200,10,70,3140.00 
LSOA,E01003029,Lambeth 017A,230,40,30,50,20,100,120,60,60,80,90,10,10,900.00 
LSOA,E01003032,Lambeth 017B,210,10,0,20,280,90,0,120,30,20,20,0,10,800.00 
LSOA,E01003041,Lambeth 017C,140,10,10,190,200,30,10,20,0,0,60,0,30,690.00 
LSOA,E01003057,Lambeth 017D,250,10,0,30,50,10,60,210,90,10,40,0,20,770.00 
MSOA,E02000635,Lambeth 018,"2,300",70,80,310,80,160,200,260,140,40,320,160,20,4130.00 
LSOA,E01003043,Lambeth 018A,580,0,20,10,10,0,0,0,50,10,30,0,10,700.00 
LSOA,E01003044,Lambeth 018B,40,0,0,290,0,20,0,170,30,0,10,0,0,550.00 
LSOA,E01003051,Lambeth 018C,310,0,60,10,0,60,10,80,40,30,90,150,10,830.00 
LSOA,E01003071,Lambeth 018D,650,60,0,0,20,10,50,10,30,0,150,0,0,960.00 
LSOA,E01003074,Lambeth 018E,720,10,0,10,50,80,140,0,0,10,50,20,0,1080.00 
MSOA,E02000636,Lambeth 019,"2,210",180,0,30,210,80,120,80,50,90,130,110,40,3320.00 
LSOA,E01003026,Lambeth 019A,490,10,0,0,10,20,0,50,10,70,0,0,10,680.00 
LSOA,E01003027,Lambeth 019B,430,40,0,30,0,0,0,0,0,0,20,0,0,520.00 
LSOA,E01003028,Lambeth 019C,260,130,0,0,20,50,110,10,0,0,10,100,0,690.00 
LSOA,E01003030,Lambeth 019D,590,10,0,0,50,0,0,20,20,20,100,0,10,800.00 
LSOA,E01003033,Lambeth 019E,440,0,0,0,130,10,10,0,30,10,0,0,10,630.00 
MSOA,E02000637,Lambeth 020,"2,860",90,190,160,220,120,50,10,30,10,90,20,50,3900.00 
LSOA,E01003018,Lambeth 020A,710,10,0,0,150,20,20,10,0,10,30,10,10,980.00 
LSOA,E01003171,Lambeth 020B,560,10,0,150,10,60,40,0,0,0,10,0,10,840.00 
LSOA,E01003173,Lambeth 020C,380,30,190,0,0,20,0,0,20,0,10,0,10,670.00 
LSOA,E01003177,Lambeth 020D,560,30,0,0,60,10,0,0,0,0,50,10,20,730.00 
LSOA,E01003178,Lambeth 020E,650,10,0,0,0,10,0,0,0,0,0,0,10,680.00 
MSOA,E02000638,Lambeth 021,"1,310",50,100,460,520,540,550,150,160,60,220,30,50,4190.00 
LSOA,E01003021,Lambeth 021A,110,10,0,0,10,20,440,0,0,40,30,0,0,680.00 
LSOA,E01003022,Lambeth 021B,400,20,0,80,0,60,0,40,130,20,10,0,10,770.00 
LSOA,E01003023,Lambeth 021C,490,20,20,110,60,90,0,110,30,0,120,30,30,1110.00 
LSOA,E01003024,Lambeth 021D,40,0,60,160,360,140,0,0,0,0,30,0,10,780.00 
LSOA,E01003025,Lambeth 021E,270,0,10,120,90,220,110,0,0,0,40,0,0,850.00 
MSOA,E02000639,Lambeth 022,480,70,50,"1,190",770,490,200,50,100,10,140,310,30,3880.00 
LSOA,E01003136,Lambeth 022A,410,60,0,130,0,40,70,0,0,0,0,110,20,840.00 
LSOA,E01003137,Lambeth 022B,80,0,0,210,190,70,40,20,70,10,10,0,10,700.00 
LSOA,E01003159,Lambeth 022C,0,0,0,190,120,230,40,30,30,0,70,80,0,790.00 
LSOA,E01003160,Lambeth 022D,0,0,40,70,410,30,0,0,0,0,60,120,0,730.00 
LSOA,E01003162,Lambeth 022E,0,0,0,600,50,130,40,0,0,0,0,0,0,820.00 
MSOA,E02000640,Lambeth 023,"1,970",270,100,480,490,160,130,50,180,40,80,10,20,3980.00 
LSOA,E01003031,Lambeth 023A,240,50,0,230,170,20,0,0,10,10,10,0,0,730.00 
LSOA,E01003156,Lambeth 023B,420,60,10,0,130,50,20,0,0,0,0,0,10,690.00 
LSOA,E01003157,Lambeth 023C,410,70,0,10,0,0,0,0,60,10,40,0,10,600.00 
LSOA,E01003158,Lambeth 023D,640,20,0,10,0,70,0,0,0,20,10,0,0,780.00 
LSOA,E01003161,Lambeth 023E,230,70,40,10,60,10,40,50,30,0,10,0,0,550.00 
LSOA,E01003163,Lambeth 023F,30,10,60,220,130,20,70,0,70,10,20,0,0,630.00 
MSOA,E02000641,Lambeth 024,250,0,100,550,350,870,190,680,20,240,290,40,10,3590.00 
LSOA,E01003132,Lambeth 024A,40,0,10,40,10,20,30,370,10,20,0,0,10,550.00 
LSOA,E01003172,Lambeth 024B,10,0,0,200,10,100,0,310,0,0,230,20,0,870.00 
LSOA,E01003174,Lambeth 024C,100,0,0,10,50,600,20,0,0,0,60,0,0,840.00 
LSOA,E01003175,Lambeth 024D,40,0,90,30,10,140,140,0,0,210,10,0,0,670.00 
LSOA,E01003179,Lambeth 024E,60,0,0,280,280,30,0,0,0,0,0,20,0,670.00 
MSOA,E02000642,Lambeth 025,"2,390",70,60,90,30,350,230,540,140,70,180,10,60,4220.00 
LSOA,E01003164,Lambeth 025A,740,10,20,30,10,10,20,60,10,10,30,10,40,1000.00 
LSOA,E01003165,Lambeth 025B,340,0,0,0,10,290,10,0,20,40,20,0,0,730.00 
LSOA,E01003168,Lambeth 025C,270,30,0,0,0,0,10,320,0,0,20,0,10,650.00 
LSOA,E01003169,Lambeth 025D,730,20,10,20,10,40,10,80,20,20,90,0,10,1050.00 
LSOA,E01003170,Lambeth 025E,310,10,40,40,0,10,190,70,90,0,30,0,0,800.00 
MSOA,E02000643,Lambeth 026,"1,960",380,20,700,170,30,50,130,60,30,70,40,70,3700.00 
LSOA,E01003130,Lambeth 026A,420,40,0,220,0,20,10,0,0,0,50,30,10,780.00 
LSOA,E01003131,Lambeth 026B,210,160,0,140,0,0,0,80,20,0,20,0,20,640.00 
LSOA,E01003135,Lambeth 026C,620,110,0,0,10,0,0,0,0,0,0,0,10,750.00 
LSOA,E01003138,Lambeth 026D,580,60,0,0,0,0,0,0,0,20,0,0,30,710.00 
LSOA,E01003151,Lambeth 026E,130,10,10,330,160,10,40,60,40,10,10,10,0,820.00 
MSOA,E02000644,Lambeth 027,"1,690",390,150,480,250,120,130,70,130,90,90,40,20,3630.00 
LSOA,E01003079,Lambeth 027A,140,110,50,50,160,30,40,40,60,40,40,0,0,760.00 
LSOA,E01003080,Lambeth 027B,200,180,90,130,0,20,0,0,30,10,10,40,0,710.00 
LSOA,E01003133,Lambeth 027C,610,10,0,10,0,30,50,20,0,40,20,0,10,790.00 
LSOA,E01003134,Lambeth 027D,400,10,0,90,80,10,40,0,0,10,0,0,0,640.00 
LSOA,E01003152,Lambeth 027E,330,70,0,200,10,40,0,10,40,0,20,10,0,740.00 
MSOA,E02000645,Lambeth 028,"2,440",190,90,270,90,190,80,220,120,60,270,40,50,4110.00 
LSOA,E01003064,Lambeth 028A,560,50,10,40,0,0,0,0,0,0,20,0,10,680.00 
LSOA,E01003066,Lambeth 028B,350,30,30,30,50,110,10,150,10,0,30,10,10,800.00 
LSOA,E01003081,Lambeth 028C,470,50,10,10,0,0,10,40,90,30,60,20,30,810.00 
LSOA,E01003166,Lambeth 028D,660,30,10,100,10,20,70,10,10,20,140,0,10,1090.00 
LSOA,E01003167,Lambeth 028E,410,40,40,100,30,60,10,10,10,10,20,10,0,730.00 
MSOA,E02000646,Lambeth 029,"1,560",170,510,730,80,80,250,60,100,80,170,20,60,3840.00 
LSOA,E01003116,Lambeth 029A,220,10,70,160,10,40,50,40,0,0,20,0,10,630.00 
LSOA,E01003117,Lambeth 029B,490,70,20,40,0,10,150,0,20,0,10,10,10,820.00 
LSOA,E01003118,Lambeth 029C,380,90,40,20,20,0,40,0,10,70,20,0,30,710.00 
LSOA,E01003153,Lambeth 029D,110,0,370,250,30,20,0,20,20,0,110,0,10,930.00 
LSOA,E01003155,Lambeth 029E,370,10,0,270,20,0,0,0,50,10,20,10,10,750.00 
MSOA,E02000647,Lambeth 030,"1,140",100,290,660,160,100,130,140,490,90,110,0,10,3430.00 
LSOA,E01003083,Lambeth 030A,160,30,80,100,30,10,0,110,70,0,0,0,0,600.00 
LSOA,E01003084,Lambeth 030B,610,0,0,10,0,0,10,0,10,0,0,0,0,660.00 
LSOA,E01003085,Lambeth 030C,170,0,110,200,120,0,40,0,0,0,0,0,0,650.00 
LSOA,E01003149,Lambeth 030D,190,10,70,250,0,10,30,0,40,60,50,0,0,720.00 
LSOA,E01003154,Lambeth 030E,20,50,30,90,10,80,50,30,370,30,60,0,0,810.00 
MSOA,E02000648,Lambeth 031,840,50,200,210,630,70,260,460,300,110,260,20,30,3430.00 
LSOA,E01003065,Lambeth 031A,140,10,30,50,0,10,200,0,140,0,150,0,0,730.00 
LSOA,E01003068,Lambeth 031B,320,20,0,100,120,60,10,10,60,0,10,10,10,720.00 
LSOA,E01003082,Lambeth 031C,310,10,30,10,40,0,20,210,40,0,0,0,10,680.00 
LSOA,E01003086,Lambeth 031D,70,0,120,0,30,0,0,240,30,80,80,0,0,660.00 
LSOA,E01003087,Lambeth 031E,10,0,20,50,440,10,30,0,30,20,20,0,10,640.00 
MSOA,E02000649,Lambeth 032,"3,010",720,70,180,200,130,160,130,130,110,170,30,50,5090.00 
LSOA,E01003113,Lambeth 032A,310,240,40,50,20,20,0,10,0,50,60,10,0,800.00 
LSOA,E01003114,Lambeth 032B,550,80,10,30,30,0,0,10,20,30,0,0,10,770.00 
LSOA,E01003119,Lambeth 032C,560,120,0,20,0,10,10,0,80,30,30,10,10,870.00 
LSOA,E01003120,Lambeth 032D,630,220,0,10,0,20,30,40,10,0,60,0,20,1040.00 
LSOA,E01003148,Lambeth 032E,640,60,0,20,0,70,20,0,0,0,10,10,10,820.00 
LSOA,E01003150,Lambeth 032F,330,10,20,60,150,20,100,70,20,0,10,0,10,790.00 
MSOA,E02000650,Lambeth 033,"1,560",50,310,240,40,140,150,520,320,70,50,70,10,3530.00 
LSOA,E01003062,Lambeth 033A,650,20,0,100,0,10,40,10,0,10,10,70,0,910.00 
LSOA,E01003063,Lambeth 033B,170,0,10,40,0,0,40,370,30,60,10,0,10,730.00 
LSOA,E01003067,Lambeth 033C,360,30,10,60,10,40,30,30,60,0,30,0,0,660.00 
LSOA,E01003069,Lambeth 033D,130,0,290,40,30,0,20,0,20,0,0,0,0,530.00 
LSOA,E01003070,Lambeth 033E,260,0,0,0,0,80,20,110,210,0,10,0,0,700.00 
MSOA,E02000651,Lambeth 034,"1,600",440,390,490,20,120,160,80,40,50,110,30,30,3550.00 
LSOA,E01003115,Lambeth 034A,300,160,30,140,10,20,10,0,0,10,0,10,0,690.00 
LSOA,E01003141,Lambeth 034B,310,0,50,140,10,70,0,70,10,10,70,0,10,740.00 
LSOA,E01003144,Lambeth 034C,160,170,40,150,0,0,0,0,0,10,10,0,10,550.00 
LSOA,E01003145,Lambeth 034D,540,10,80,40,10,10,0,0,20,0,20,0,10,730.00 
LSOA,E01003147,Lambeth 034E,300,100,190,20,0,20,150,0,0,20,20,10,10,830.00 
MSOA,E02000652,Lambeth 035,70,30,10,"2,080",0,0,0,0,60,300,10,0,10,2560.00 
LSOA,E01003139,Lambeth 035A,0,0,0,460,0,0,0,0,0,70,10,0,0,550.00 
LSOA,E01003140,Lambeth 035B,0,0,0,460,0,0,0,0,10,20,0,0,0,500.00 
LSOA,E01003142,Lambeth 035C,0,0,0,460,0,0,0,0,0,0,0,0,0,460.00 
LSOA,E01003143,Lambeth 035D,0,0,0,360,0,0,0,0,50,110,0,0,0,520.00 
LSOA,E01003146,Lambeth 035E,60,30,0,330,0,0,0,0,10,100,0,0,0,530.00 
MSOA,E02006801,Lambeth 036,"1,020",90,150,590,110,160,100,140,220,980,670,0,10,4240.00 
LSOA,E01003013,Lambeth 036A,50,0,0,30,0,130,0,0,0,560,230,0,0,1000.00 
LSOA,E01003014,Lambeth 036B,230,0,50,170,20,0,40,140,10,30,20,0,0,710.00 
LSOA,E01003016,Lambeth 036C,130,0,0,0,0,0,0,0,60,380,70,0,0,640.00 
LSOA,E01003017,Lambeth 036D,390,60,110,150,10,30,0,0,60,20,80,0,0,920.00 
LSOA,E01032582,Lambeth 036E,220,30,0,240,80,0,60,0,90,0,260,0,0,980.00 
LAU2,E09000023,Lewisham,"36,020","8,770","11,050","12,270","5,470","7,210","8,830","7,440","4,960","4,060","6,930","3,700","4,490",121200.00 
MSOA,E02000653,Lewisham 001,360,80,0,100,0,0,960,160,490,90,"1,170",370,160,3930.00 
LSOA,E01003244,Lewisham 001A,0,0,0,0,0,0,580,0,0,20,20,0,10,630.00 
LSOA,E01003245,Lewisham 001B,0,0,0,0,0,0,50,0,0,0,500,110,0,670.00 
LSOA,E01003247,Lewisham 001C,260,80,0,0,0,0,0,0,260,10,30,190,60,900.00 
LSOA,E01003249,Lewisham 001D,90,0,0,0,0,0,70,20,200,20,450,0,60,900.00 
LSOA,E01003250,Lewisham 001E,10,0,0,100,0,0,260,140,30,40,170,70,20,840.00 
MSOA,E02000654,Lewisham 002,350,110,70,20,80,580,940,70,110,440,330,150,150,3400.00 
LSOA,E01003246,Lewisham 002A,180,80,0,20,0,30,20,20,0,100,90,130,20,700.00 
LSOA,E01003248,Lewisham 002B,70,20,0,0,0,250,0,0,0,260,110,0,0,720.00 
LSOA,E01003251,Lewisham 002C,0,0,0,0,80,190,260,10,0,30,80,0,10,670.00 
LSOA,E01003252,Lewisham 002D,0,0,0,0,0,60,480,0,0,30,10,20,30,640.00 
LSOA,E01003253,Lewisham 002E,90,20,70,0,0,40,180,30,110,20,40,0,70,670.00 
MSOA,E02000655,Lewisham 003,820,230,0,0,10,20,110,600,850,420,280,150,160,3650.00 
LSOA,E01003297,Lewisham 003A,0,0,0,0,0,0,0,120,450,220,0,0,0,790.00 
LSOA,E01003299,Lewisham 003B,390,140,0,0,0,0,0,0,0,0,40,0,50,620.00 
LSOA,E01003301,Lewisham 003C,130,10,0,0,0,0,0,140,180,150,190,0,10,800.00 
LSOA,E01003302,Lewisham 003D,40,0,0,0,0,20,0,340,220,40,40,80,60,840.00 
LSOA,E01003305,Lewisham 003E,270,80,0,0,0,0,110,0,0,10,20,70,40,590.00 
MSOA,E02000657,Lewisham 005,"1,730",230,20,260,240,60,220,300,100,20,230,230,470,4090.00 
LSOA,E01003207,Lewisham 005A,40,0,0,0,150,10,180,140,0,0,70,200,190,970.00 
LSOA,E01003209,Lewisham 005B,320,50,20,0,70,40,0,150,50,0,30,0,30,760.00 
LSOA,E01003210,Lewisham 005C,520,40,0,30,0,0,10,20,20,10,50,10,120,800.00 
LSOA,E01003212,Lewisham 005D,410,50,0,230,30,0,30,0,0,0,30,10,90,880.00 
LSOA,E01003215,Lewisham 005E,440,90,0,0,0,10,0,0,20,10,60,20,50,690.00 
MSOA,E02000658,Lewisham 006,"1,650",310,0,0,160,360,160,190,40,60,240,40,240,3450.00 
LSOA,E01003338,Lewisham 006A,120,10,0,0,100,110,50,60,20,10,230,20,80,800.00 
LSOA,E01003339,Lewisham 006B,260,60,0,0,50,60,70,130,20,0,0,10,50,710.00 
LSOA,E01003340,Lewisham 006C,580,60,0,0,0,60,0,0,0,0,0,10,60,780.00 
LSOA,E01003341,Lewisham 006D,370,150,0,0,0,0,10,10,0,0,0,0,30,580.00 
LSOA,E01003343,Lewisham 006E,330,30,0,0,0,130,20,0,0,60,0,0,30,590.00 
MSOA,E02000659,Lewisham 007,"1,080",130,50,120,410,290,440,110,280,70,50,290,170,3480.00 
LSOA,E01003199,Lewisham 007A,160,30,20,40,120,80,90,40,130,40,30,10,20,810.00 
LSOA,E01003201,Lewisham 007B,410,30,0,10,70,10,40,0,30,10,0,0,90,700.00 
LSOA,E01003204,Lewisham 007C,170,30,0,70,180,30,40,60,0,0,10,80,20,700.00 
LSOA,E01003205,Lewisham 007D,10,0,30,0,30,30,190,0,80,0,0,200,40,600.00 
LSOA,E01003206,Lewisham 007E,330,40,0,0,10,140,80,0,40,20,0,0,20,680.00 
MSOA,E02000660,Lewisham 008,"1,670",440,20,10,30,380,50,110,80,70,820,150,140,3960.00 
LSOA,E01003211,Lewisham 008B,460,100,0,0,0,30,40,10,50,60,10,10,30,790.00 
LSOA,E01003213,Lewisham 008C,570,50,0,10,0,110,0,20,30,10,0,10,60,860.00 
LSOA,E01003214,Lewisham 008D,400,10,10,0,30,240,10,0,0,0,30,10,20,760.00 
LSOA,E01033324,Lewisham 008E,240,280,0,0,0,0,0,80,10,10,20,10,10,670.00 
LSOA,E01033325,Lewisham 008F,0,0,0,0,0,0,0,0,0,0,750,120,10,890.00 
MSOA,E02000661,Lewisham 009,"1,000",90,10,140,380,460,490,170,200,40,80,10,180,3240.00 
LSOA,E01003198,Lewisham 009A,270,0,0,30,220,40,10,90,0,10,0,0,10,680.00 
LSOA,E01003200,Lewisham 009B,360,30,0,0,110,120,50,0,20,0,20,0,50,760.00 
LSOA,E01003202,Lewisham 009C,180,10,0,60,50,100,280,60,0,30,0,0,30,790.00 
LSOA,E01003203,Lewisham 009D,190,60,0,50,10,200,160,10,180,0,60,10,90,1010.00 
MSOA,E02000662,Lewisham 010,"1,030",430,0,760,80,30,40,200,190,200,200,120,60,3360.00 
LSOA,E01003336,Lewisham 010A,0,30,0,350,50,0,0,110,0,0,30,20,0,590.00 
LSOA,E01003337,Lewisham 010B,0,0,0,310,0,0,0,60,70,0,150,0,10,600.00 
LSOA,E01003342,Lewisham 010C,230,290,0,0,30,0,0,0,20,110,0,0,20,700.00 
LSOA,E01003344,Lewisham 010D,560,10,0,0,0,30,40,40,0,0,0,10,30,720.00 
LSOA,E01003345,Lewisham 010E,250,110,0,90,0,0,0,0,110,90,10,90,10,760.00 
MSOA,E02000663,Lewisham 011,"1,740",300,210,140,70,180,0,10,30,20,20,60,100,2890.00 
LSOA,E01003273,Lewisham 011A,230,60,140,70,0,80,0,0,0,10,0,10,10,600.00 
LSOA,E01003277,Lewisham 011B,570,130,10,0,0,20,0,0,0,0,0,0,50,780.00 
LSOA,E01003278,Lewisham 011C,490,90,20,10,50,60,0,10,30,10,20,50,30,860.00 
LSOA,E01003279,Lewisham 011D,450,10,50,60,20,30,0,0,0,0,0,0,20,650.00 
MSOA,E02000664,Lewisham 012,"1,590",30,90,30,80,560,380,300,180,300,780,760,380,5460.00 
LSOA,E01003288,Lewisham 012A,200,0,0,10,10,50,240,200,50,0,40,60,70,920.00 
LSOA,E01003290,Lewisham 012C,480,10,0,0,0,70,20,20,50,0,20,90,90,850.00 
LSOA,E01003291,Lewisham 012D,100,0,80,0,50,330,30,40,20,40,10,0,10,700.00 
LSOA,E01003296,Lewisham 012E,140,0,0,0,0,70,60,0,10,260,530,510,130,1700.00 
LSOA,E01033327,Lewisham 012F,430,20,0,10,10,0,10,0,10,0,140,60,50,730.00 
LSOA,E01033341,Lewisham 012G,250,10,10,10,20,40,30,30,60,0,50,40,30,560.00 
MSOA,E02000665,Lewisham 013,"1,630",450,10,90,80,230,160,390,150,10,130,90,90,3500.00 
LSOA,E01003282,Lewisham 013A,740,0,0,30,10,40,20,90,10,0,60,20,30,1040.00 
LSOA,E01003283,Lewisham 013B,420,280,0,40,10,0,20,0,30,0,20,20,30,870.00 
LSOA,E01003284,Lewisham 013C,400,140,0,0,10,10,20,110,0,10,20,50,20,800.00 
LSOA,E01003286,Lewisham 013D,70,30,10,20,50,180,110,180,110,0,30,0,0,790.00 
MSOA,E02000666,Lewisham 014,"1,130",490,30,260,140,260,0,140,40,170,60,10,130,2840.00 
LSOA,E01003272,Lewisham 014A,550,70,0,0,30,60,0,0,10,20,10,10,50,800.00 
LSOA,E01003274,Lewisham 014B,390,160,0,30,50,0,0,0,10,10,20,0,30,710.00 
LSOA,E01003275,Lewisham 014C,10,100,0,70,10,150,0,130,0,140,20,0,30,640.00 
LSOA,E01003276,Lewisham 014D,190,170,20,150,60,50,0,10,20,0,0,0,30,690.00 
MSOA,E02000667,Lewisham 015,"1,140",370,220,490,70,100,0,10,0,100,20,10,30,2570.00 
LSOA,E01003225,Lewisham 015A,260,100,100,110,10,0,0,0,0,20,0,10,0,600.00 
LSOA,E01003231,Lewisham 015B,380,120,10,0,30,60,0,10,0,60,10,0,10,680.00 
LSOA,E01003232,Lewisham 015C,150,70,120,220,30,0,0,0,0,30,0,0,10,630.00 
LSOA,E01003233,Lewisham 015D,360,80,0,160,10,40,0,0,0,0,10,0,0,660.00 
MSOA,E02000668,Lewisham 016,650,280,240,510,50,190,250,330,140,50,70,10,40,2800.00 
LSOA,E01003280,Lewisham 016A,0,0,0,220,10,10,0,260,120,0,10,0,0,640.00 
LSOA,E01003281,Lewisham 016B,50,80,210,180,0,10,20,30,0,10,20,10,10,610.00 
LSOA,E01003285,Lewisham 016C,130,0,10,110,10,160,210,40,10,40,40,0,20,760.00 
LSOA,E01003287,Lewisham 016D,480,200,20,10,40,20,20,0,0,0,0,0,10,790.00 
MSOA,E02000669,Lewisham 017,"1,880",230,10,160,20,60,60,10,20,170,620,40,100,3370.00 
LSOA,E01003292,Lewisham 017A,450,30,0,40,10,10,50,10,0,80,10,20,20,720.00 
LSOA,E01003293,Lewisham 017B,550,70,0,0,10,0,0,0,10,0,10,10,40,700.00 
LSOA,E01003295,Lewisham 017D,510,70,10,0,10,30,0,0,0,10,10,10,30,680.00 
LSOA,E01033320,Lewisham 017E,250,70,0,110,0,10,10,0,10,80,110,0,10,660.00 
LSOA,E01033322,Lewisham 017F,120,0,0,0,0,0,0,0,0,0,470,10,0,610.00 
MSOA,E02000670,Lewisham 018,"1,580",490,30,10,60,80,60,30,50,150,130,150,90,2910.00 
LSOA,E01003319,Lewisham 018A,350,140,0,0,20,30,0,0,10,0,100,100,30,770.00 
LSOA,E01003320,Lewisham 018B,250,170,0,10,10,50,20,30,0,140,0,0,20,700.00 
LSOA,E01003323,Lewisham 018C,450,60,20,0,20,0,0,0,40,0,10,20,10,630.00 
LSOA,E01003325,Lewisham 018D,540,120,10,0,10,0,40,0,10,0,20,40,30,800.00 
MSOA,E02000671,Lewisham 019,"1,650",450,150,250,300,90,100,290,120,50,100,40,170,3760.00 
LSOA,E01003226,Lewisham 019A,180,280,60,140,0,10,10,0,0,0,10,10,20,730.00 
LSOA,E01003227,Lewisham 019B,350,40,30,70,10,20,50,40,60,20,10,10,10,690.00 
LSOA,E01003228,Lewisham 019C,520,120,0,10,10,10,20,0,0,0,0,10,10,700.00 
LSOA,E01003229,Lewisham 019D,260,10,0,0,220,30,10,100,10,10,50,10,80,790.00 
LSOA,E01003230,Lewisham 019E,340,10,70,30,60,30,20,160,50,20,30,0,50,860.00 
MSOA,E02000672,Lewisham 020,"2,090",320,130,160,40,180,80,390,60,0,110,70,90,3710.00 
LSOA,E01003317,Lewisham 020A,260,30,80,140,20,60,70,30,0,0,30,10,20,730.00 
LSOA,E01003318,Lewisham 020B,400,70,50,0,0,90,0,80,20,0,50,10,40,820.00 
LSOA,E01003321,Lewisham 020C,710,10,0,10,10,10,10,0,0,0,20,10,20,820.00 
LSOA,E01003322,Lewisham 020D,400,180,0,0,0,0,10,0,0,0,0,20,20,630.00 
LSOA,E01003324,Lewisham 020E,310,20,0,0,0,20,0,280,40,0,0,40,10,720.00 
MSOA,E02000673,Lewisham 021,"1,330",110,120,540,100,260,530,100,110,20,150,70,130,3560.00 
LSOA,E01003254,Lewisham 021A,90,20,10,210,20,110,70,10,20,0,10,10,50,620.00 
LSOA,E01003255,Lewisham 021B,480,40,0,80,20,20,80,40,50,10,110,50,40,1030.00 
LSOA,E01003260,Lewisham 021C,150,10,50,150,0,70,140,10,20,0,30,10,20,650.00 
LSOA,E01003261,Lewisham 021D,270,10,60,60,20,40,100,30,10,0,10,0,20,620.00 
LSOA,E01003262,Lewisham 021E,340,40,10,40,40,20,140,10,10,0,0,0,10,640.00 
MSOA,E02000674,Lewisham 022,"2,510",530,0,10,10,0,10,0,0,0,10,20,20,3110.00 
LSOA,E01003217,Lewisham 022A,540,120,0,0,0,0,0,0,0,0,0,0,0,660.00 
LSOA,E01003218,Lewisham 022B,250,290,0,0,0,0,0,0,0,0,0,0,0,550.00 
LSOA,E01003220,Lewisham 022C,530,60,0,10,0,0,10,0,0,0,0,10,10,620.00 
